TipoDiAnnotazione,ontologies,SOURCE,AttributoNomeCompleto,entity_id,pretty_name,cui
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,8,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,9,Procedure,MTHU006237
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,10,Procedure,LP173480-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,11,Procedure,LP7499-9
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,12,Procedure,LP249588-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,13,Procedure:Type:Pt:^Patient:Nar,29554-3
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,14,Procedure,MTHU051578
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,15,Procedure,LP73191-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,16,Lifestyle,LA32823-9
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,17,Medical history,MTHU040244
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,18,Medical history,LP128548-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,19,History,LP7800-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,20,History,LP6817-3
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,21,History,LP30639-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,22,History,MTHU000077
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,23,Family history,LA26428-5
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,24,Family,LA12068-5
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,25,Family,LP76012-1
BioportalDescrizioneCompleta,LOINC,OMOP,observation-value_as_datetime,26,Etc.,LA8920-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,1,Observation,LP442509-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,2,Observation,MTHU069978
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,3,CYP2C19*2/*2,LP436318-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,4,Time,MTHU009151
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,5,Time (e.g. seconds),LP6879-3
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,6,Time,LP73517-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,12,Clinical,LP7787-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,13,Events,MTHU058708
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,14,Events,LP267364-0
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,15,Healthy,LA28121-4
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,16,Patient,LA4634-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,17,Patient,LP6985-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,18,Patient,LP66710-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_id,19,Healthcare,LA30302-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,1,Observation,LP442509-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,2,Observation,MTHU069978
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,3,CYP2C19*2/*2,LP436318-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,4,Time,MTHU009151
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,5,Time (e.g. seconds),LP6879-3
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,6,Time,LP73517-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,12,Clinical,LP7787-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,13,Events,MTHU058708
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,14,Events,LP267364-0
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,15,Healthy,LA28121-4
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,16,Patient,LA4634-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,17,Patient,LP6985-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,18,Patient,LP66710-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-person_id,19,Healthcare,LA30302-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,1,Observation,LP442509-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,2,Observation,MTHU069978
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,3,CYP2C19*2/*2,LP436318-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,4,Time,MTHU009151
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,5,Time (e.g. seconds),LP6879-3
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,6,Time,LP73517-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,12,Clinical,LP7787-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,13,Events,MTHU058708
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,14,Events,LP267364-0
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,15,Healthy,LA28121-4
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,16,Patient,LA4634-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,17,Patient,LP6985-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,18,Patient,LP66710-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_start_date,19,Healthcare,LA30302-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,1,Observation,LP442509-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,2,Observation,MTHU069978
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,3,CYP2C19*2/*2,LP436318-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,4,Time,MTHU009151
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,5,Time (e.g. seconds),LP6879-3
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,6,Time,LP73517-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,12,Clinical,LP7787-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,13,Events,MTHU058708
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,14,Events,LP267364-0
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,15,Healthy,LA28121-4
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,16,Patient,LA4634-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,17,Patient,LP6985-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,18,Patient,LP66710-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-observation_period_end_date,19,Healthcare,LA30302-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,1,Observation,LP442509-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,2,Observation,MTHU069978
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,3,CYP2C19*2/*2,LP436318-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,4,Time,MTHU009151
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,5,Time (e.g. seconds),LP6879-3
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,6,Time,LP73517-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,12,Clinical,LP7787-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,13,Events,MTHU058708
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,14,Events,LP267364-0
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,15,Healthy,LA28121-4
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,16,Patient,LA4634-7
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,17,Patient,LP6985-8
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,18,Patient,LP66710-2
BioportalDescrizioneCompleta,LOINC,OMOP,observation_period-period_type_concept_id,19,Healthcare,LA30302-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,1,Drug,LP172750-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,2,Drug,LA18200-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,3,Substance,T167
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,4,Substance:Find:Pt:^Patient:Nom,104986-5
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,5,Substance,LP441540-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,6,Substance,MTHU070242
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,12,Drugs,LP18046-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,13,Prescription,MTHU038389
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,14,Prescription,LA27931-7
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,15,Prescription,LP116219-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,16,Vaccines,LA20283-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,17,Large,LA8981-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,18,Biologic,LA31430-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,19,Therapies,LP75725-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,20,Therapies,MTHU021209
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,21,Medical devices,MTHU000152
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,22,Devices,LP35960-1
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_id,23,Do not,LA14426-3
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,1,Drug,LP172750-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,2,Drug,LA18200-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,3,Substance,T167
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,4,Substance:Find:Pt:^Patient:Nom,104986-5
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,5,Substance,LP441540-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,6,Substance,MTHU070242
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,12,Drugs,LP18046-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,13,Prescription,MTHU038389
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,14,Prescription,LA27931-7
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,15,Prescription,LP116219-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,16,Vaccines,LA20283-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,17,Large,LA8981-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,18,Biologic,LA31430-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,19,Therapies,LP75725-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,20,Therapies,MTHU021209
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,21,Medical devices,MTHU000152
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,22,Devices,LP35960-1
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-person_id,23,Do not,LA14426-3
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,1,Drug,LP172750-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,2,Drug,LA18200-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,3,Substance,T167
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,4,Substance:Find:Pt:^Patient:Nom,104986-5
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,5,Substance,LP441540-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,6,Substance,MTHU070242
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,12,Drugs,LP18046-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,13,Prescription,MTHU038389
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,14,Prescription,LA27931-7
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,15,Prescription,LP116219-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,16,Vaccines,LA20283-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,17,Large,LA8981-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,18,Biologic,LA31430-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,19,Therapies,LP75725-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,20,Therapies,MTHU021209
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,21,Medical devices,MTHU000152
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,22,Devices,LP35960-1
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_concept_id,23,Do not,LA14426-3
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,1,Drug,LP172750-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,2,Drug,LA18200-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,3,Substance,T167
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,4,Substance:Find:Pt:^Patient:Nom,104986-5
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,5,Substance,LP441540-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,6,Substance,MTHU070242
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,12,Drugs,LP18046-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,13,Prescription,MTHU038389
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,14,Prescription,LA27931-7
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,15,Prescription,LP116219-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,16,Vaccines,LA20283-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,17,Large,LA8981-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,18,Biologic,LA31430-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,19,Therapies,LP75725-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,20,Therapies,MTHU021209
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,21,Medical devices,MTHU000152
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,22,Devices,LP35960-1
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_date,23,Do not,LA14426-3
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,1,Drug,LP172750-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,2,Drug,LA18200-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,3,Substance,T167
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,4,Substance:Find:Pt:^Patient:Nom,104986-5
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,5,Substance,LP441540-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,6,Substance,MTHU070242
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,12,Drugs,LP18046-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,13,Prescription,MTHU038389
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,14,Prescription,LA27931-7
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,15,Prescription,LP116219-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,16,Vaccines,LA20283-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,17,Large,LA8981-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,18,Biologic,LA31430-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,19,Therapies,LP75725-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,20,Therapies,MTHU021209
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,21,Medical devices,MTHU000152
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,22,Devices,LP35960-1
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,23,Do not,LA14426-3
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,1,Drug,LP172750-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,2,Drug,LA18200-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,3,Substance,T167
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,4,Substance:Find:Pt:^Patient:Nom,104986-5
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,5,Substance,LP441540-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,6,Substance,MTHU070242
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,7,Person,LP345156-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,8,Person,LP133774-2
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,9,Person,MTHU066373
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,10,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,11,Person,MTHU041262
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,12,Drugs,LP18046-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,13,Prescription,MTHU038389
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,14,Prescription,LA27931-7
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,15,Prescription,LP116219-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,16,Vaccines,LA20283-0
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,17,Large,LA8981-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,18,Biologic,LA31430-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,19,Therapies,LP75725-9
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,20,Therapies,MTHU021209
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,21,Medical devices,MTHU000152
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,22,Devices,LP35960-1
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_date,23,Do not,LA14426-3
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,1,Drug,LP172750-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,2,Drug,LA18200-8
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,3,Substance,T167
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,4,Substance:Find:Pt:^Patient:Nom,104986-5
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,5,Substance,LP441540-4
BioportalDescrizioneCompleta,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,6,Substance,MTHU070242
