NomeColonnaCompleta,DescrizioneColonnaCompleta
condition_occurrence_condition_start_date,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the date when the instance of the condition is recorded."
condition_occurrence_condition_start_datetime,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the date and time when the instance of the condition is recorded."
condition_occurrence_condition_end_date,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the date when the instance of the condition is considered to have ended."
condition_occurrence_condition_end_datetime,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the date when the instance of the condition is considered to have ended."
condition_occurrence_condition_type_concept_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the predefined concept identifier in the standardized vocabularies reflecting the source data from which the condition was recorded, the level of standardization, and the type of occurrence. these belong to the 'condition type' vocabulary"
condition_occurrence_condition_status_concept_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed."
condition_occurrence_stop_reason,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data."
condition_occurrence_provider_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition."
condition_occurrence_visit_occurrence_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the visit in the visit_occurrence table during which the condition was determined (diagnosed)."
condition_occurrence_visit_detail_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the visit in the visit_detail table during which the condition was determined (diagnosed)."
condition_occurrence_condition_source_value,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the source code for the condition as it appears in the source data. this code is mapped to a standard condition concept in the standardized vocabularies and the original code is stored here for reference."
condition_occurrence_condition_source_concept_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to a condition concept that refers to the code used in the source."
condition_occurrence_condition_status_source_value,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the source code for the condition status as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is stored here for reference."
death_person_id,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death., a foreign key identifier to the deceased person. the demographic details of that person are stored in the person table."
death_death_date,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death., the date the person was deceased. if the precise date including day or month is not known or not allowed, december is used as the default month, and the last day of the month the default day."
death_death_datetime,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death., the date and time the person was deceased. if the precise date including day or month is not known or not allowed, december is used as the default month, and the last day of the month the default day."
death_death_type_concept_id,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death., a foreign key referring to the predefined concept identifier in the standardized vocabularies reflecting how the death was represented in the source data."
death_cause_concept_id,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death., a foreign key referring to a standard concept identifier in the standardized vocabularies for conditions."
death_cause_source_value,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death., the source code for the cause of death as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is, stored here for reference."
death_cause_source_concept_id,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death., a foreign key to the concept that refers to the code used in the source. note, this variable name is abbreviated to ensure it will be allowable across database platforms."
location_location_id,"the location table represents a generic way to capture physical location or address information of persons and care sites., a unique identifier for each geographic location."
location_address_1,"the location table represents a generic way to capture physical location or address information of persons and care sites., the address field 1, typically used for the street address, as it appears in the source data."
location_address_2,"the location table represents a generic way to capture physical location or address information of persons and care sites., the address field 2, typically used for additional detail such as buildings, suites, floors, as it appears in the source data."
location_city,"the location table represents a generic way to capture physical location or address information of persons and care sites., the city field as it appears in the source data."
location_state,"the location table represents a generic way to capture physical location or address information of persons and care sites., the state field as it appears in the source data."
location_zip,"the location table represents a generic way to capture physical location or address information of persons and care sites., the zip or postal code."
location_county,"the location table represents a generic way to capture physical location or address information of persons and care sites., the county."
location_location_source_value,"the location table represents a generic way to capture physical location or address information of persons and care sites., the verbatim information that is used to uniquely identify the location as it appears in the source data."
observation_observation_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a unique identifier for each observation."
observation_person_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key identifier to the person about whom the observation was recorded. the demographic details of that person are stored in the person table."
observation_observation_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to the standard observation concept identifier in the standardized vocabularies."
observation_observation_date,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., the date of the observation."
observation_observation_datetime,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., the date and time of the observation."
observation_observation_type_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to the predefined concept identifier in the standardized vocabularies reflecting the type of the observation."
observation_value_as_number,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., the observation result stored as a number. this is applicable to observations where the result is expressed as a numeric value."
observation_value_as_string,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., the observation result stored as a string. this is applicable to observations where the result is expressed as verbatim text."
observation_value_as_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to an observation result stored as a concept id. this is applicable to observations where the result can be expressed as a standard concept from the standardized vocabularies (e.g., positive/negative, present/absent, low/high, etc.)."
observation_qualifier_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to a standard concept id for a qualifier (e.g., severity of drug-drug interaction alert)"
observation_unit_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to a standard concept id of measurement units in the standardized vocabularies."
observation_provider_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to the provider in the provider table who was responsible for making the observation."
observation_visit_occurrence_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to the visit in the visit_occurrence table during which the observation was recorded."
observation_visit_detail_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to the visit in the visit_detail table during which the observation was recorded."
observation_observation_source_value,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., the observation code as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is, stored here for reference."
observation_observation_source_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to a concept that refers to the code used in the source."
observation_unit_source_value,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., the source code for the unit as it appears in the source data. this code is mapped to a standard unit concept in the standardized vocabularies and the original code is, stored here for reference."
observation_qualifier_source_value,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., the source value associated with a qualifier to characterize the observation"
observation_observation_event_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key to an event table (e.g., procedure_occurrence_id)."
observation_obs_event_field_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., a foreign key that refers to a standard concept identifier in the standardized vocabularies referring to the field represented in the observation_event_id."
observation_value_as_datetime,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here., the observation result stored as a datetime value. this is applicable to observations where the result is expressed as a point in time."
observation_period_observation_period_id,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions)., a unique identifier for each observation period."
observation_period_person_id,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions)., a foreign key identifier to the person for whom the observation period is defined. the demographic details of that person are stored in the person table."
observation_period_observation_period_start_date,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions)., the start date of the observation period for which data are available from the data source."
observation_period_observation_period_end_date,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions)., the end date of the observation period for which data are available from the data source."
observation_period_period_type_concept_id,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions)., a foreign key identifier to the predefined concept in the standardized vocabularies reflecting the source of the observation period information"
drug_exposure_drug_exposure_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a system-generated unique identifier for each drug utilization event."
drug_exposure_person_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a foreign key identifier to the person who is subjected to the drug. the demographic details of that person are stored in the person table."
drug_exposure_drug_concept_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a foreign key that refers to a standard concept identifier in the standardized vocabularies belonging to the 'drug' domain."
drug_exposure_drug_exposure_start_date,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the start date for the current instance of drug utilization. valid entries include a start date of a prescription, the date a prescription was filled, or the date on which a drug administration procedure was recorded."
drug_exposure_drug_exposure_start_datetime,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the start date and time for the current instance of drug utilization. valid entries include a start datetime of a prescription, the date and time a prescription was filled, or the date and time on which a drug administration procedure was recorded."
drug_exposure_drug_exposure_end_date,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the end date for the current instance of drug utilization. depending on different sources, it could be a known or an inferred date and denotes the last day at which the patient was still exposed to drug."
drug_exposure_drug_exposure_end_datetime,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the end date and time for the current instance of drug utilization. depending on different sources, it could be a known or an inferred date and time and denotes the last day at which the patient was still exposed to drug."
drug_exposure_verbatim_end_date,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the known end date of a drug_exposure as provided by the source."
drug_exposure_drug_type_concept_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a foreign key to the predefined concept identifier in the standardized vocabularies reflecting the type of drug exposure recorded. it indicates how the drug exposure was represented in the source data and belongs to the 'drug type' vocabulary."
drug_exposure_stop_reason,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the reason the drug was stopped. reasons include regimen completed, changed, removed, etc."
drug_exposure_refills,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the number of refills after the initial prescription. the initial prescription is not counted, values start with null."
drug_exposure_quantity,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the quantity of drug as recorded in the original prescription or dispensing record."
drug_exposure_days_supply,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the number of days of supply of the medication as prescribed. this reflects the intention of the provider for the length of exposure."
drug_exposure_sig,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the directions ('signetur') on the drug prescription as recorded in the original prescription (and printed on the container) or dispensing record."
drug_exposure_route_concept_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the route of administration and belonging to the 'route' domain."
drug_exposure_lot_number,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., an identifier assigned to a particular quantity or lot of drug product from the manufacturer."
drug_exposure_provider_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a foreign key to the provider in the provider table who initiated (prescribed or administered) the drug exposure."
drug_exposure_visit_occurrence_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a foreign key to the visit in the visit_occurrence table during which the drug exposure was initiated."
drug_exposure_visit_detail_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a foreign key to the visit detail in the visit_detail table during which the drug exposure was initiated."
drug_exposure_drug_source_value,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the source code for the drug as it appears in the source data. this code is mapped to a standard drug concept in the standardized vocabularies and the original code is, stored here for reference."
drug_exposure_drug_source_concept_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., a foreign key to a drug concept that refers to the code used in the source."
drug_exposure_route_source_value,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the information about the route of administration as detailed in the source."
drug_exposure_dose_unit_source_value,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs., the information about the dose unit as detailed in the source."
device_exposure_device_exposure_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a system-generated unique identifier for each device exposure."
device_exposure_person_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a foreign key identifier to the person who is subjected to the device. the demographic details of that person are stored in the person table."
device_exposure_device_concept_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a foreign key that refers to a standard concept identifier in the standardized vocabularies for the device concept."
device_exposure_device_exposure_start_date,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., the date the device or supply was applied or used."
device_exposure_device_exposure_start_datetime,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., the date and time the device or supply was applied or used."
device_exposure_device_exposure_end_date,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., the date the device or supply was removed from use."
device_exposure_device_exposure_end_datetime,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., the date and time the device or supply was removed from use."
device_exposure_device_type_concept_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a foreign key to the predefined concept identifier in the standardized vocabularies reflecting the type of device exposure recorded. it indicates how the device exposure was represented in the source data."
device_exposure_unique_device_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a udi or equivalent identifying the instance of the device used in the person."
device_exposure_quantity,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., the number of individual devices used for the exposure."
device_exposure_provider_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a foreign key to the provider in the provider table who initiated of administered the device."
device_exposure_visit_occurrence_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a foreign key to the visit in the visit table during which the device was used."
device_exposure_visit_detail_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a foreign key to the visit in the visit-detail table during which the drug exposure was initiated."
device_exposure_device_source_value,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., the source code for the device as it appears in the source data. this code is mapped to a standard device concept in the standardized vocabularies and the original code is stored here for reference."
device_exposure_device_source_concept_id,"the device exposure domain captures information about a person's exposure to a foreign physical object or instrument that which is used for diagnostic or therapeutic purposes through a mechanism beyond chemical action., a foreign key to a device concept that refers to the code used in the source."
note_note_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a unique identifier for each note."
note_person_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key identifier to the person about whom the note was recorded. the demographic details of that person are stored in the person table."
note_note_event_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key identifier to the event (e.g. measurement, procedure, visit, drug exposure, etc) record during which the note was recorded."
note_note_event_field_concept_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key to the predefined concept in the standardized vocabularies reflecting the field to which the note_event_id is referring."
note_note_date,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., the date the note was recorded."
note_note_datetime,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., the date and time the note was recorded."
note_note_type_concept_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key to the predefined concept in the standardized vocabularies reflecting the type, origin or provenance of the note. these belong to the 'note type' vocabulary"
note_note_class_concept_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key to the predefined concept in the standardized vocabularies reflecting the hl7 loinc document type vocabulary classification of the note."
note_note_title,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., the title of the note as it appears in the source."
note_note_text,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., the content of the note."
note_encoding_concept_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key to the predefined concept in the standardized vocabularies reflecting the note character encoding type"
note_language_concept_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key to the predefined concept in the standardized vocabularies reflecting the language of the note"
note_provider_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key to the provider in the provider table who took the note."
note_visit_occurrence_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key to the visit in the visit_occurrence table when the note was taken."
note_visit_detail_id,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., a foreign key to the visit in the visit_detail table when the note was taken."
note_note_source_value,"the note table captures unstructured information that was recorded by a provider about a patient in free text notes on a given date., the source value associated with the origin of the note"
fact_relationship_domain_concept_id_1,"the fact_relationship table contains records about the relationships between facts stored as records in any table of the cdm., the concept representing the domain of fact one, from which the corresponding table can be inferred."
fact_relationship_fact_id_1,"the fact_relationship table contains records about the relationships between facts stored as records in any table of the cdm., the unique identifier in the table corresponding to the domain of fact one."
fact_relationship_domain_concept_id_2,"the fact_relationship table contains records about the relationships between facts stored as records in any table of the cdm., the concept representing the domain of fact two, from which the corresponding table can be inferred."
fact_relationship_fact_id_2,"the fact_relationship table contains records about the relationships between facts stored as records in any table of the cdm., the unique identifier in the table corresponding to the domain of fact two."
fact_relationship_relationship_concept_id,"the fact_relationship table contains records about the relationships between facts stored as records in any table of the cdm., a foreign key to a standard concept id of relationship in the standardized vocabularies."
payer_plan_period_payer_plan_period_id,"the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer., a identifier for each unique combination of payer, plan, family code and time span."
payer_plan_period_person_id,"the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer., a foreign key identifier to the person covered by the payer. the demographic details of that person are stored in the person table."
payer_plan_period_payer_plan_period_start_date,"the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer., the start date of the payer plan period."
payer_plan_period_payer_plan_period_end_date,"the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer., the end date of the payer plan period."
payer_plan_period_payer_source_value,"the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer., the source code for the payer as it appears in the source data."
payer_plan_period_plan_source_value,"the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer., the source code for the person's health benefit plan as it appears in the source data."
payer_plan_period_family_source_value,"the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer., the source code for the person's family as it appears in the source data."
cdm_source_cdm_source_name,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., the full name of the source"
cdm_source_cdm_source_abbreviation,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., an abbreviation of the name"
cdm_source_cdm_holder,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., the name of the organization responsible for the development of the cdm instance"
