entity_id,pretty_name,cui,type_ids,types,source_value,detected_name,acc,context_similarity,text
2,Patients,C0030705,['T101'],['Patient or Disabled Group'],patients,patient,0.28472527906362466,0.28472527906362466,"inputevents_mv is input data for patients from metavision icu databases., rate of administration originally chosen for the item."
3,intensive care unit,C0021708,['T093'],['Health Care Related Organization'],icu,icu,0.5008113074967249,0.5008113074967249,"inputevents_mv is input data for patients from metavision icu databases., rate of administration originally chosen for the item."
4,Databases,C0242356,['T170'],['Intellectual Product'],databases,database,0.21918570870785425,0.21918570870785425,"inputevents_mv is input data for patients from metavision icu databases., rate of administration originally chosen for the item."
5,Rate,C1521828,['T081'],['Quantitative Concept'],rate,rate,0.5747643039546468,0.5747643039546468,"inputevents_mv is input data for patients from metavision icu databases., rate of administration originally chosen for the item."
6,Administration procedure,C1533734,['T061'],['Therapeutic or Preventive Procedure'],administration,administration,0.41341783303492985,0.41341783303492985,"inputevents_mv is input data for patients from metavision icu databases., rate of administration originally chosen for the item."
8,Intellectual Product,C0282574,['T170'],['Intellectual Product'],item,item,0.3867787136339481,0.3867787136339481,"inputevents_mv is input data for patients from metavision icu databases., rate of administration originally chosen for the item."
0,Index,C0918012,['T170'],['Intellectual Product'],input,input,0.20589361406719137,0.20589361406719137,"inputevents_mv is input data for patients from metavision icu databases., a unique id for all mimic tables."
1,Data,C1511726,['T078'],['Idea or Concept'],data,data,0.7646344598557773,0.7646344598557773,"inputevents_mv is input data for patients from metavision icu databases., a unique id for all mimic tables."
2,Psychiatric hospital,C0020021,['T093'],['Health Care Related Organization'],patients,patient,0.27871449385191993,0.27871449385191993,"inputevents_mv is input data for patients from metavision icu databases., a unique id for all mimic tables."
3,intensive care unit,C0021708,['T093'],['Health Care Related Organization'],icu,icu,0.4371820269052182,0.4371820269052182,"inputevents_mv is input data for patients from metavision icu databases., a unique id for all mimic tables."
4,Databases,C0242356,['T170'],['Intellectual Product'],databases,database,0.22398723656604363,0.22398723656604363,"inputevents_mv is input data for patients from metavision icu databases., a unique id for all mimic tables."
1,Laboratory,C0022877,['T093'],['Health Care Related Organization'],laboratory,laboratory,0.681454136344896,0.681454136344896,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
2,Measurement,C0242485,['T169'],['Functional Concept'],measurements,measurement,0.6980344719079263,0.6980344719079263,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
4,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.8749149639667266,0.8749149639667266,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
7,Patient data,C2707520,['T170'],['Intellectual Product'],patient data,patient~data,0.6137852286959704,0.6137852286959704,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
9,Medical Records,C0025102,['T170'],['Intellectual Product'],records,record,0.3739060487019383,0.3739060487019383,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
10,Time,C0040223,['T079'],['Temporal Concept'],time,time,0.604347228187579,0.604347228187579,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
11,Observation in research,C0302523,['T062'],['Research Activity'],observation,observation,0.42595981011093687,0.42595981011093687,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
14,Proxy,C0600420,['T096'],['Group'],proxy,proxy,0.31681663182444636,0.31681663182444636,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
15,Time,C0040223,['T079'],['Temporal Concept'],time,time,0.6268390638534447,0.6268390638534447,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
16,Data,C1511726,['T078'],['Idea or Concept'],data,data,0.99,0.99,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
17,Measured,C0444706,['T080'],['Qualitative Concept'],measured,measured,0.30547820662238695,0.30547820662238695,"labevents contains all laboratory measurements for a given patient, including out patient data., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
1,Laboratory,C0022877,['T093'],['Health Care Related Organization'],laboratory,laboratory,0.6076488011968515,0.6076488011968515,"labevents contains all laboratory measurements for a given patient, including out patient data., value contains the value measured for the concept identified by the itemid."
2,Measurement,C0242485,['T169'],['Functional Concept'],measurements,measurement,0.7029322764981525,0.7029322764981525,"labevents contains all laboratory measurements for a given patient, including out patient data., value contains the value measured for the concept identified by the itemid."
4,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.8086304858041664,0.8086304858041664,"labevents contains all laboratory measurements for a given patient, including out patient data., value contains the value measured for the concept identified by the itemid."
7,Patient data,C2707520,['T170'],['Intellectual Product'],patient data,patient~data,0.5533128974992886,0.5533128974992886,"labevents contains all laboratory measurements for a given patient, including out patient data., value contains the value measured for the concept identified by the itemid."
9,Numerical value,C1522609,['T081'],['Quantitative Concept'],value,value,0.40459049979011785,0.40459049979011785,"labevents contains all laboratory measurements for a given patient, including out patient data., value contains the value measured for the concept identified by the itemid."
11,Numerical value,C1522609,['T081'],['Quantitative Concept'],value,value,0.4137815626228722,0.4137815626228722,"labevents contains all laboratory measurements for a given patient, including out patient data., value contains the value measured for the concept identified by the itemid."
12,Measured,C0444706,['T080'],['Qualitative Concept'],measured,measured,0.4785316520233254,0.4785316520233254,"labevents contains all laboratory measurements for a given patient, including out patient data., value contains the value measured for the concept identified by the itemid."
14,Finding,C0243095,['T033'],['Finding'],identified,identified,0.2739037979842901,0.2739037979842901,"labevents contains all laboratory measurements for a given patient, including out patient data., value contains the value measured for the concept identified by the itemid."
0,Contain (action),C2700400,['T052'],['Activity'],contains,contain,0.20019073554016867,0.20019073554016867,"labevents contains all laboratory measurements for a given patient, including out patient data., valuenum contains the score and valuecontains the score and text describing the meaning of the score."
1,Laboratory,C0022877,['T093'],['Health Care Related Organization'],laboratory,laboratory,0.6680025039643575,0.6680025039643575,"labevents contains all laboratory measurements for a given patient, including out patient data., valuenum contains the score and valuecontains the score and text describing the meaning of the score."
2,Measurement,C0242485,['T169'],['Functional Concept'],measurements,measurement,0.7102345681394437,0.7102345681394437,"labevents contains all laboratory measurements for a given patient, including out patient data., valuenum contains the score and valuecontains the score and text describing the meaning of the score."
4,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.9104303596148693,0.9104303596148693,"labevents contains all laboratory measurements for a given patient, including out patient data., valuenum contains the score and valuecontains the score and text describing the meaning of the score."
7,Patient data,C2707520,['T170'],['Intellectual Product'],patient data,patient~data,0.5765952737373665,0.5765952737373665,"labevents contains all laboratory measurements for a given patient, including out patient data., valuenum contains the score and valuecontains the score and text describing the meaning of the score."
10,Score,C0449820,['T081'],['Quantitative Concept'],score,score,0.731215391597948,0.731215391597948,"labevents contains all laboratory measurements for a given patient, including out patient data., valuenum contains the score and valuecontains the score and text describing the meaning of the score."
11,Score,C0449820,['T081'],['Quantitative Concept'],score,score,0.758484752836309,0.758484752836309,"labevents contains all laboratory measurements for a given patient, including out patient data., valuenum contains the score and valuecontains the score and text describing the meaning of the score."
15,Score,C0449820,['T081'],['Quantitative Concept'],score,score,0.7480382604933398,0.7480382604933398,"labevents contains all laboratory measurements for a given patient, including out patient data., valuenum contains the score and valuecontains the score and text describing the meaning of the score."
1,Laboratory,C0022877,['T093'],['Health Care Related Organization'],laboratory,laboratory,0.6578778514375705,0.6578778514375705,"labevents contains all laboratory measurements for a given patient, including out patient data., valueuom is the unit of measurement for the value, if appropriate."
2,Measurement,C0242485,['T169'],['Functional Concept'],measurements,measurement,0.7603692203590533,0.7603692203590533,"labevents contains all laboratory measurements for a given patient, including out patient data., valueuom is the unit of measurement for the value, if appropriate."
4,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.8571041514966551,0.8571041514966551,"labevents contains all laboratory measurements for a given patient, including out patient data., valueuom is the unit of measurement for the value, if appropriate."
7,Patient data,C2707520,['T170'],['Intellectual Product'],patient data,patient~data,0.541687988135174,0.541687988135174,"labevents contains all laboratory measurements for a given patient, including out patient data., valueuom is the unit of measurement for the value, if appropriate."
9,hospital unit,C0019988,['T093'],['Health Care Related Organization'],unit,unit,0.2824245331246589,0.2824245331246589,"labevents contains all laboratory measurements for a given patient, including out patient data., valueuom is the unit of measurement for the value, if appropriate."
10,Measurement,C0242485,['T169'],['Functional Concept'],measurement,measurement,0.6994119091253534,0.6994119091253534,"labevents contains all laboratory measurements for a given patient, including out patient data., valueuom is the unit of measurement for the value, if appropriate."
11,Numerical value,C1522609,['T081'],['Quantitative Concept'],value,value,0.4281371023104262,0.4281371023104262,"labevents contains all laboratory measurements for a given patient, including out patient data., valueuom is the unit of measurement for the value, if appropriate."
12,C1548787,C1548787,['unk'],[''],appropriate,appropriate,0.22410302610219526,0.22410302610219526,"labevents contains all laboratory measurements for a given patient, including out patient data., valueuom is the unit of measurement for the value, if appropriate."
1,Laboratory,C0022877,['T093'],['Health Care Related Organization'],laboratory,laboratory,0.7234896461211807,0.7234896461211807,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
2,Measurement,C0242485,['T169'],['Functional Concept'],measurements,measurement,0.7202464516555491,0.7202464516555491,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
4,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.8849559777991117,0.8849559777991117,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
7,Patient data,C2707520,['T170'],['Intellectual Product'],patient data,patient~data,0.4846914568496399,0.4846914568496399,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
10,Indication of (contextual qualifier),C0392360,['T078'],['Idea or Concept'],indicates,indicate,0.3165527084870198,0.3165527084870198,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
11,Laboratory,C0022877,['T093'],['Health Care Related Organization'],laboratory,laboratory,0.6282556921912039,0.6282556921912039,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
12,Values,C0042295,['T080'],['Qualitative Concept'],value,value,0.4807445040974614,0.4807445040974614,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
13,Data,C1511726,['T078'],['Idea or Concept'],considered,considered,0.3510949480344096,0.3510949480344096,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
14,Abnormal,C0205161,['T033'],['Finding'],abnormal,abnormal,0.6517164279170611,0.6517164279170611,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
15,not used,C0445107,['T169'],['Functional Concept'],"not, using",not~using,0.3546784362128573,0.3546784362128573,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
16,Preoperative,C0445204,['T079'],['Temporal Concept'],pre,pre,0.6691406740322539,0.6691406740322539,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
17,Characterization,C1880022,['T052'],['Activity'],defined,defined,0.29574978223108456,0.29574978223108456,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
18,threshold,C0449864,['T080'],['Qualitative Concept'],thresholds,threshold,0.2101054660444067,0.2101054660444067,"labevents contains all laboratory measurements for a given patient, including out patient data., flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds."
1,Laboratory,C0022877,['T093'],['Health Care Related Organization'],laboratory,laboratory,0.632097788295245,0.632097788295245,"labevents contains all laboratory measurements for a given patient, including out patient data., a unique id for all mimic tables."
2,Measurement,C0242485,['T169'],['Functional Concept'],measurements,measurement,0.6672624053202575,0.6672624053202575,"labevents contains all laboratory measurements for a given patient, including out patient data., a unique id for all mimic tables."
4,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.81187620986606,0.81187620986606,"labevents contains all laboratory measurements for a given patient, including out patient data., a unique id for all mimic tables."
7,Patient data,C2707520,['T170'],['Intellectual Product'],patient data,patient~data,0.5763766325513168,0.5763766325513168,"labevents contains all laboratory measurements for a given patient, including out patient data., a unique id for all mimic tables."
9,Unique,C1710548,['T080'],['Qualitative Concept'],unique,unique,0.21140756150488071,0.21140756150488071,"labevents contains all laboratory measurements for a given patient, including out patient data., a unique id for all mimic tables."
10,Computer software,C0037585,['T170'],['Intellectual Product'],mimic,mimic,0.4139069915476222,0.4139069915476222,"labevents contains all laboratory measurements for a given patient, including out patient data., a unique id for all mimic tables."
11,Data Table,C1706074,['T170'],['Intellectual Product'],tables,table,0.29205992173354156,0.29205992173354156,"labevents contains all laboratory measurements for a given patient, including out patient data., a unique id for all mimic tables."
0,Contain (action),C2700400,['T052'],['Activity'],contains,contain,0.23058752116284675,0.23058752116284675,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
1,Science of Microbiology,C0025952,['T091'],['Biomedical Occupation or Discipline'],microbiology,microbiology,0.35038010302852185,0.35038010302852185,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
2,Information,C1533716,['T078'],['Idea or Concept'],information,information,0.5954446743087101,0.5954446743087101,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
4,Testing,C0039593,['T169'],['Functional Concept'],tests,test,0.46092151969077366,0.46092151969077366,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
5,Performed,C0884358,['T169'],['Functional Concept'],performed,performed,0.5812757539915026,0.5812757539915026,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
6,Diagnostic Sensitivity,C1511883,['T081'],['Quantitative Concept'],sensitivities,sensitivity,0.6305713513480864,0.6305713513480864,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
7,Records,C0034869,['T170'],['Intellectual Product'],records,record,0.386775963758982,0.386775963758982,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
8,Time,C0040223,['T079'],['Temporal Concept'],time,time,0.6586989696266731,0.6586989696266731,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
9,Observation in research,C0302523,['T062'],['Research Activity'],observation,observation,0.4647886590473679,0.4647886590473679,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
12,Factor,C1521761,['T169'],['Functional Concept'],proxy,proxy,0.3176775240076071,0.3176775240076071,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
13,Time,C0040223,['T079'],['Temporal Concept'],time,time,0.6424670346998251,0.6424670346998251,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
14,Data,C1511726,['T078'],['Idea or Concept'],data,data,0.9769163203147699,0.9769163203147699,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
15,Measured,C0444706,['T080'],['Qualitative Concept'],measured,measured,0.30547820662238695,0.30547820662238695,"microbiologyevents contains microbiology information, including tests performed and sensitivities., charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured."
0,Contain (action),C2700400,['T052'],['Activity'],contains,contain,0.20484486173062227,0.20484486173062227,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
1,Science of Microbiology,C0025952,['T091'],['Biomedical Occupation or Discipline'],microbiology,microbiology,0.3456463012124999,0.3456463012124999,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
2,Information,C1533716,['T078'],['Idea or Concept'],information,information,0.6306806362562873,0.6306806362562873,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
4,Testing,C0039593,['T169'],['Functional Concept'],tests,test,0.39479646802568813,0.39479646802568813,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
5,Performed,C0884358,['T169'],['Functional Concept'],performed,performed,0.49097645340716517,0.49097645340716517,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
6,Diagnostic Sensitivity,C1511883,['T081'],['Quantitative Concept'],sensitivities,sensitivity,0.5634864765637865,0.5634864765637865,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
8,Time,C0040223,['T079'],['Temporal Concept'],time,time,0.4308650916356762,0.4308650916356762,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
9,Information,C1533716,['T078'],['Idea or Concept'],information,information,0.5893351510444774,0.5893351510444774,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
10,availability,C0470187,['T169'],['Functional Concept'],available,available,0.3147637581940111,0.3147637581940111,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
11,Science of Microbiology,C0025952,['T091'],['Biomedical Occupation or Discipline'],microbiology,microbiology,0.3195542522323082,0.3195542522323082,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
12,Measurement,C0242485,['T169'],['Functional Concept'],measurements,measurement,0.6890116250720584,0.6890116250720584,"microbiologyevents contains microbiology information, including tests performed and sensitivities., chartdate was included as time information is not always available for microbiology measurements."
0,Contain (action),C2700400,['T052'],['Activity'],contains,contain,0.2569243553612081,0.2569243553612081,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
1,Science of Microbiology,C0025952,['T091'],['Biomedical Occupation or Discipline'],microbiology,microbiology,0.37672344056673485,0.37672344056673485,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
2,Information,C1533716,['T078'],['Idea or Concept'],information,information,0.4261863001576015,0.4261863001576015,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
4,Testing,C0039593,['T169'],['Functional Concept'],tests,test,0.43524017836372886,0.43524017836372886,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
5,Performed,C0884358,['T169'],['Functional Concept'],performed,performed,0.44766910204310284,0.44766910204310284,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
6,Diagnostic Sensitivity,C1511883,['T081'],['Quantitative Concept'],sensitivities,sensitivity,0.650112751932404,0.650112751932404,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
7,Specimen,C0370003,['T167'],['Substance'],specimen,specimen,0.6019621504411448,0.6019621504411448,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
8,Testing,C0039593,['T169'],['Functional Concept'],tested,tested,0.27303837601825365,0.27303837601825365,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
10,bacterial growth,C0427944,['T034'],['Laboratory or Test Result'],bacterial growth,bacterial~growth,0.5012310963895549,0.5012310963895549,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_itemid is the id of specimen which is tested for bacterial growth."
0,Contain (action),C2700400,['T052'],['Activity'],contains,contain,0.20838408141445006,0.20838408141445006,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
1,Science of Microbiology,C0025952,['T091'],['Biomedical Occupation or Discipline'],microbiology,microbiology,0.37606150983568004,0.37606150983568004,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
2,Information,C1533716,['T078'],['Idea or Concept'],information,information,0.4902705449015982,0.4902705449015982,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
4,Laboratory Procedures,C0022885,['T059'],['Laboratory Procedure'],tests,test,0.46204196536204944,0.46204196536204944,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
5,Performed,C0884358,['T169'],['Functional Concept'],performed,performed,0.4169184727106058,0.4169184727106058,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
6,Diagnostic Sensitivity,C1511883,['T081'],['Quantitative Concept'],sensitivities,sensitivity,0.6029725517664581,0.6029725517664581,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
7,Type - attribute,C0332307,['T080'],['Qualitative Concept'],type,type,0.20375080760142267,0.20375080760142267,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
8,Description,C0678257,['T170'],['Intellectual Product'],description,description,0.6329295138568911,0.6329295138568911,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
9,Species,C1705920,['T185'],['Classification'],specimen,specimen,0.7048500424776052,0.7048500424776052,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
10,Laboratory Procedures,C0022885,['T059'],['Laboratory Procedure'],tested,tested,0.32264557937583177,0.32264557937583177,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
12,bacterial growth,C0427944,['T034'],['Laboratory or Test Result'],bacterial growth,bacterial~growth,0.40210644138482377,0.40210644138482377,"microbiologyevents contains microbiology information, including tests performed and sensitivities., spec_type_desc is the description of specimen which is tested for bacterial growth."
0,Contain (action),C2700400,['T052'],['Activity'],contains,contain,0.21619810718642438,0.21619810718642438,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_itemid is the id of the organism."
1,Science of Microbiology,C0025952,['T091'],['Biomedical Occupation or Discipline'],microbiology,microbiology,0.4267529943522916,0.4267529943522916,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_itemid is the id of the organism."
2,Information,C1533716,['T078'],['Idea or Concept'],information,information,0.4929596667573032,0.4929596667573032,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_itemid is the id of the organism."
4,Testing,C0039593,['T169'],['Functional Concept'],tests,test,0.41657554494581833,0.41657554494581833,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_itemid is the id of the organism."
5,Performed,C0884358,['T169'],['Functional Concept'],performed,performed,0.4744026947788228,0.4744026947788228,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_itemid is the id of the organism."
6,Diagnostic Sensitivity,C1511883,['T081'],['Quantitative Concept'],sensitivities,sensitivity,0.7160778562884842,0.7160778562884842,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_itemid is the id of the organism."
7,Organism,C0029235,['T001'],['Organism'],organism,organism,0.5074910291261983,0.5074910291261983,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_itemid is the id of the organism."
0,Contain (action),C2700400,['T052'],['Activity'],contains,contain,0.22054841856645085,0.22054841856645085,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_name is the name of the organism."
1,Science of Microbiology,C0025952,['T091'],['Biomedical Occupation or Discipline'],microbiology,microbiology,0.44893871904468474,0.44893871904468474,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_name is the name of the organism."
2,Information,C1533716,['T078'],['Idea or Concept'],information,information,0.5459455690029309,0.5459455690029309,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_name is the name of the organism."
4,Testing,C0039593,['T169'],['Functional Concept'],tests,test,0.4431813781148139,0.4431813781148139,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_name is the name of the organism."
5,Performed,C0884358,['T169'],['Functional Concept'],performed,performed,0.5123785204688056,0.5123785204688056,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_name is the name of the organism."
6,Diagnostic Sensitivity,C1511883,['T081'],['Quantitative Concept'],sensitivities,sensitivity,0.7193618821017769,0.7193618821017769,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_name is the name of the organism."
7,Organism,C0029235,['T001'],['Organism'],organism,organism,0.7071065008548915,0.7071065008548915,"microbiologyevents contains microbiology information, including tests performed and sensitivities., org_name is the name of the organism."
0,Contain (action),C2700400,['T052'],['Activity'],contains,contain,0.2388326766408529,0.2388326766408529,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
1,Science of Microbiology,C0025952,['T091'],['Biomedical Occupation or Discipline'],microbiology,microbiology,0.41736966312823087,0.41736966312823087,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
2,Information,C1533716,['T078'],['Idea or Concept'],information,information,0.5613290609884667,0.5613290609884667,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
4,Testing,C0039593,['T169'],['Functional Concept'],tests,test,0.5342053277243286,0.5342053277243286,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
5,Performed,C0884358,['T169'],['Functional Concept'],performed,performed,0.5551041296578021,0.5551041296578021,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
6,Diagnostic Sensitivity,C1511883,['T081'],['Quantitative Concept'],sensitivities,sensitivity,0.768134096747485,0.768134096747485,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
7,Isolate - microorganism,C1764827,['T123'],['Biologically Active Substance'],isolate,isolate,0.8879283746868247,0.8879283746868247,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
8,Numbers,C0237753,['T081'],['Quantitative Concept'],number,number,0.2454142390179262,0.2454142390179262,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
10,Isolated,C0205409,['T169'],['Functional Concept'],isolated,isolated,0.8662983231870779,0.8662983231870779,"microbiologyevents contains microbiology information, including tests performed and sensitivities., isolate_num is the number of the isolated colony for testing antibiotics."
