SOURCE,AttributoNomeCompleto,DescrizioneCompleta,DescrizioneTabella,DescrizioneAttributo,Tabella,Attributo
OMOP,condition_occurrence-condition_end_datetime,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;the date when the instance of the condition is considered to have ended.","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.",the date when the instance of the condition is considered to have ended.,condition_occurrence,condition_end_datetime
OMOP,condition_occurrence-condition_type_concept_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;a foreign key to the predefined concept identifier in the standardized vocabularies reflecting the source data from which the condition was recorded, the level of standardization, and the type of occurrence. these belong to the 'condition type' vocabulary","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.","a foreign key to the predefined concept identifier in the standardized vocabularies reflecting the source data from which the condition was recorded, the level of standardization, and the type of occurrence. these belong to the 'condition type' vocabulary",condition_occurrence,condition_type_concept_id
OMOP,condition_occurrence-condition_status_concept_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.",a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.,condition_occurrence,condition_status_concept_id
OMOP,condition_occurrence-stop_reason,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;the reason that the condition was no longer present, as indicated in the source data.","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.","the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence,stop_reason
OMOP,condition_occurrence-provider_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.",a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.,condition_occurrence,provider_id
OMOP,condition_occurrence-visit_occurrence_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;a foreign key to the visit in the visit_occurrence table during which the condition was determined (diagnosed).","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.",a foreign key to the visit in the visit_occurrence table during which the condition was determined (diagnosed).,condition_occurrence,visit_occurrence_id
OMOP,condition_occurrence-visit_detail_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;a foreign key to the visit in the visit_detail table during which the condition was determined (diagnosed).","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.",a foreign key to the visit in the visit_detail table during which the condition was determined (diagnosed).,condition_occurrence,visit_detail_id
OMOP,condition_occurrence-condition_source_value,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;the source code for the condition as it appears in the source data. this code is mapped to a standard condition concept in the standardized vocabularies and the original code is stored here for reference.","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.",the source code for the condition as it appears in the source data. this code is mapped to a standard condition concept in the standardized vocabularies and the original code is stored here for reference.,condition_occurrence,condition_source_value
OMOP,condition_occurrence-condition_source_concept_id,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;a foreign key to a condition concept that refers to the code used in the source.","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.",a foreign key to a condition concept that refers to the code used in the source.,condition_occurrence,condition_source_concept_id
OMOP,condition_occurrence-condition_status_source_value,"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.;the source code for the condition status as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is stored here for reference.","conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization.",the source code for the condition status as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is stored here for reference.,condition_occurrence,condition_status_source_value
OMOP,death-person_id,the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.;a foreign key identifier to the deceased person. the demographic details of that person are stored in the person table.,the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.,a foreign key identifier to the deceased person. the demographic details of that person are stored in the person table.,death,person_id
OMOP,death-death_date,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.;the date the person was deceased. if the precise date including day or month is not known or not allowed, december is used as the default month, and the last day of the month the default day.",the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.,"the date the person was deceased. if the precise date including day or month is not known or not allowed, december is used as the default month, and the last day of the month the default day.",death,death_date
OMOP,death-death_datetime,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.;the date and time the person was deceased. if the precise date including day or month is not known or not allowed, december is used as the default month, and the last day of the month the default day.",the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.,"the date and time the person was deceased. if the precise date including day or month is not known or not allowed, december is used as the default month, and the last day of the month the default day.",death,death_datetime
OMOP,death-death_type_concept_id,the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.;a foreign key referring to the predefined concept identifier in the standardized vocabularies reflecting how the death was represented in the source data.,the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.,a foreign key referring to the predefined concept identifier in the standardized vocabularies reflecting how the death was represented in the source data.,death,death_type_concept_id
OMOP,death-cause_concept_id,the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.;a foreign key referring to a standard concept identifier in the standardized vocabularies for conditions.,the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.,a foreign key referring to a standard concept identifier in the standardized vocabularies for conditions.,death,cause_concept_id
OMOP,death-cause_source_value,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.;the source code for the cause of death as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is, stored here for reference.",the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.,"the source code for the cause of death as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is, stored here for reference.",death,cause_source_value
OMOP,death-cause_source_concept_id,"the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.;a foreign key to the concept that refers to the code used in the source. note, this variable name is abbreviated to ensure it will be allowable across database platforms.",the death domain contains the clinical event for how and when a person dies. a person can have up to one record if the source system contains evidence about the death.,"a foreign key to the concept that refers to the code used in the source. note, this variable name is abbreviated to ensure it will be allowable across database platforms.",death,cause_source_concept_id
OMOP,location-location_id,the location table represents a generic way to capture physical location or address information of persons and care sites.;a unique identifier for each geographic location.,the location table represents a generic way to capture physical location or address information of persons and care sites.,a unique identifier for each geographic location.,location,location_id
OMOP,location-address_1,"the location table represents a generic way to capture physical location or address information of persons and care sites.;the address field 1, typically used for the street address, as it appears in the source data.",the location table represents a generic way to capture physical location or address information of persons and care sites.,"the address field 1, typically used for the street address, as it appears in the source data.",location,address_1
OMOP,location-address_2,"the location table represents a generic way to capture physical location or address information of persons and care sites.;the address field 2, typically used for additional detail such as buildings, suites, floors, as it appears in the source data.",the location table represents a generic way to capture physical location or address information of persons and care sites.,"the address field 2, typically used for additional detail such as buildings, suites, floors, as it appears in the source data.",location,address_2
OMOP,location-city,the location table represents a generic way to capture physical location or address information of persons and care sites.;the city field as it appears in the source data.,the location table represents a generic way to capture physical location or address information of persons and care sites.,the city field as it appears in the source data.,location,city
OMOP,location-state,the location table represents a generic way to capture physical location or address information of persons and care sites.;the state field as it appears in the source data.,the location table represents a generic way to capture physical location or address information of persons and care sites.,the state field as it appears in the source data.,location,state
OMOP,location-zip,the location table represents a generic way to capture physical location or address information of persons and care sites.;the zip or postal code.,the location table represents a generic way to capture physical location or address information of persons and care sites.,the zip or postal code.,location,zip
OMOP,location-county,the location table represents a generic way to capture physical location or address information of persons and care sites.;the county.,the location table represents a generic way to capture physical location or address information of persons and care sites.,the county.,location,county
OMOP,location-location_source_value,the location table represents a generic way to capture physical location or address information of persons and care sites.;the verbatim information that is used to uniquely identify the location as it appears in the source data.,the location table represents a generic way to capture physical location or address information of persons and care sites.,the verbatim information that is used to uniquely identify the location as it appears in the source data.,location,location_source_value
OMOP,observation-observation_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a unique identifier for each observation.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a unique identifier for each observation.,observation,observation_id
OMOP,observation-person_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key identifier to the person about whom the observation was recorded. the demographic details of that person are stored in the person table.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key identifier to the person about whom the observation was recorded. the demographic details of that person are stored in the person table.,observation,person_id
OMOP,observation-observation_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to the standard observation concept identifier in the standardized vocabularies.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key to the standard observation concept identifier in the standardized vocabularies.,observation,observation_concept_id
OMOP,observation-observation_date,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;the date of the observation.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",the date of the observation.,observation,observation_date
OMOP,observation-observation_datetime,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;the date and time of the observation.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",the date and time of the observation.,observation,observation_datetime
OMOP,observation-observation_type_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to the predefined concept identifier in the standardized vocabularies reflecting the type of the observation.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key to the predefined concept identifier in the standardized vocabularies reflecting the type of the observation.,observation,observation_type_concept_id
OMOP,observation-value_as_number,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;the observation result stored as a number. this is applicable to observations where the result is expressed as a numeric value.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",the observation result stored as a number. this is applicable to observations where the result is expressed as a numeric value.,observation,value_as_number
OMOP,observation-value_as_string,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;the observation result stored as a string. this is applicable to observations where the result is expressed as verbatim text.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",the observation result stored as a string. this is applicable to observations where the result is expressed as verbatim text.,observation,value_as_string
OMOP,observation-value_as_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to an observation result stored as a concept id. this is applicable to observations where the result can be expressed as a standard concept from the standardized vocabularies (e.g., positive/negative, present/absent, low/high, etc.).","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.","a foreign key to an observation result stored as a concept id. this is applicable to observations where the result can be expressed as a standard concept from the standardized vocabularies (e.g., positive/negative, present/absent, low/high, etc.).",observation,value_as_concept_id
OMOP,observation-qualifier_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to a standard concept id for a qualifier (e.g., severity of drug-drug interaction alert)","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.","a foreign key to a standard concept id for a qualifier (e.g., severity of drug-drug interaction alert)",observation,qualifier_concept_id
OMOP,observation-unit_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to a standard concept id of measurement units in the standardized vocabularies.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key to a standard concept id of measurement units in the standardized vocabularies.,observation,unit_concept_id
OMOP,observation-provider_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to the provider in the provider table who was responsible for making the observation.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key to the provider in the provider table who was responsible for making the observation.,observation,provider_id
OMOP,observation-visit_occurrence_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to the visit in the visit_occurrence table during which the observation was recorded.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key to the visit in the visit_occurrence table during which the observation was recorded.,observation,visit_occurrence_id
OMOP,observation-visit_detail_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to the visit in the visit_detail table during which the observation was recorded.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key to the visit in the visit_detail table during which the observation was recorded.,observation,visit_detail_id
OMOP,observation-observation_source_value,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;the observation code as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is, stored here for reference.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.","the observation code as it appears in the source data. this code is mapped to a standard concept in the standardized vocabularies and the original code is, stored here for reference.",observation,observation_source_value
OMOP,observation-observation_source_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to a concept that refers to the code used in the source.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key to a concept that refers to the code used in the source.,observation,observation_source_concept_id
OMOP,observation-unit_source_value,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;the source code for the unit as it appears in the source data. this code is mapped to a standard unit concept in the standardized vocabularies and the original code is, stored here for reference.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.","the source code for the unit as it appears in the source data. this code is mapped to a standard unit concept in the standardized vocabularies and the original code is, stored here for reference.",observation,unit_source_value
OMOP,observation-qualifier_source_value,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;the source value associated with a qualifier to characterize the observation","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",the source value associated with a qualifier to characterize the observation,observation,qualifier_source_value
OMOP,observation-observation_event_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key to an event table (e.g., procedure_occurrence_id).","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.","a foreign key to an event table (e.g., procedure_occurrence_id).",observation,observation_event_id
OMOP,observation-obs_event_field_concept_id,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;a foreign key that refers to a standard concept identifier in the standardized vocabularies referring to the field represented in the observation_event_id.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",a foreign key that refers to a standard concept identifier in the standardized vocabularies referring to the field represented in the observation_event_id.,observation,obs_event_field_concept_id
OMOP,observation-value_as_datetime,"the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.;the observation result stored as a datetime value. this is applicable to observations where the result is expressed as a point in time.","the observation table captures clinical facts about a person obtained in the context of examination, questioning or a procedure. any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here.",the observation result stored as a datetime value. this is applicable to observations where the result is expressed as a point in time.,observation,value_as_datetime
OMOP,observation_period-observation_period_id,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).;a unique identifier for each observation period.","the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).",a unique identifier for each observation period.,observation_period,observation_period_id
OMOP,observation_period-person_id,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).;a foreign key identifier to the person for whom the observation period is defined. the demographic details of that person are stored in the person table.","the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).",a foreign key identifier to the person for whom the observation period is defined. the demographic details of that person are stored in the person table.,observation_period,person_id
OMOP,observation_period-observation_period_start_date,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).;the start date of the observation period for which data are available from the data source.","the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).",the start date of the observation period for which data are available from the data source.,observation_period,observation_period_start_date
OMOP,observation_period-observation_period_end_date,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).;the end date of the observation period for which data are available from the data source.","the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).",the end date of the observation period for which data are available from the data source.,observation_period,observation_period_end_date
OMOP,observation_period-period_type_concept_id,"the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).;a foreign key identifier to the predefined concept in the standardized vocabularies reflecting the source of the observation period information","the observation_period table contains records which uniquely define the spans of time for which a person is at-risk to have clinical events recorded within the source systems, even if no events in fact are recorded (healthy patient with no healthcare interactions).",a foreign key identifier to the predefined concept in the standardized vocabularies reflecting the source of the observation period information,observation_period,period_type_concept_id
OMOP,drug_exposure-drug_exposure_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.;a system-generated unique identifier for each drug utilization event.","the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.",a system-generated unique identifier for each drug utilization event.,drug_exposure,drug_exposure_id
OMOP,drug_exposure-person_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.;a foreign key identifier to the person who is subjected to the drug. the demographic details of that person are stored in the person table.","the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.",a foreign key identifier to the person who is subjected to the drug. the demographic details of that person are stored in the person table.,drug_exposure,person_id
OMOP,drug_exposure-drug_concept_id,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.;a foreign key that refers to a standard concept identifier in the standardized vocabularies belonging to the 'drug' domain.","the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.",a foreign key that refers to a standard concept identifier in the standardized vocabularies belonging to the 'drug' domain.,drug_exposure,drug_concept_id
OMOP,drug_exposure-drug_exposure_start_date,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.;the start date for the current instance of drug utilization. valid entries include a start date of a prescription, the date a prescription was filled, or the date on which a drug administration procedure was recorded.","the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.","the start date for the current instance of drug utilization. valid entries include a start date of a prescription, the date a prescription was filled, or the date on which a drug administration procedure was recorded.",drug_exposure,drug_exposure_start_date
OMOP,drug_exposure-drug_exposure_start_datetime,"the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.;the start date and time for the current instance of drug utilization. valid entries include a start datetime of a prescription, the date and time a prescription was filled, or the date and time on which a drug administration procedure was recorded.","the 'drug' domain captures records about the utilization of a drug when ingested or otherwise introduced into the body. a drug is a biochemical substance formulated in such a way that when administered to a person it will exert a certain physiological effect. drugs include prescription and over-the-counter medicines, vaccines, and large-molecule biologic therapies. radiological devices ingested or applied locally do not count as drugs.","the start date and time for the current instance of drug utilization. valid entries include a start datetime of a prescription, the date and time a prescription was filled, or the date and time on which a drug administration procedure was recorded.",drug_exposure,drug_exposure_start_datetime
