entity_id,pretty_name,cui,type_ids,types,source_value,detected_name,acc,context_similarity,ontologies,text,names
4,Order (taxonomic),C1705177,['T185'],['Classification'],order,order,0.2882655164411428,0.2882655164411428,[],"prescriptions contains medication related order entries., date when the prescription ended.",prescriptions_enddate
6,Value type - Date,C1548309,['T078'],['Idea or Concept'],date,date,0.25519464919963414,0.25519464919963414,[],"prescriptions contains medication related order entries., date when the prescription ended.",prescriptions_enddate
7,prescription document,C1521941,['T170'],['Intellectual Product'],prescription,prescription,0.43910411139051286,0.43910411139051286,[],"prescriptions contains medication related order entries., date when the prescription ended.",prescriptions_enddate
0,Drug Prescriptions,C0033081,['T170'],['Intellectual Product'],prescriptions,prescription,0.2750201798032761,0.2750201798032761,[],"prescriptions contains medication related order entries., drug_type provides the type of drug prescribed.",prescriptions_drug_type
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.40938880718851367,0.40938880718851367,[],"prescriptions contains medication related order entries., drug_type provides the type of drug prescribed.",prescriptions_drug_type
6,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],drug,drug,0.41804956840577556,0.41804956840577556,[],"prescriptions contains medication related order entries., drug_type provides the type of drug prescribed.",prescriptions_drug_type
11,Prescribed medications,C3166216,['T121'],['Pharmacologic Substance'],drug prescribed,drug~prescribed,1.0,1.0,[],"prescriptions contains medication related order entries., drug_type provides the type of drug prescribed.",prescriptions_drug_type
0,Drug Prescriptions,C0033081,['T170'],['Intellectual Product'],prescriptions,prescription,0.34959744048257607,0.34959744048257607,[],"prescriptions contains medication related order entries., drug is various representation of the drug prescribed to the patient.",prescriptions_drug
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.4994123852556159,0.4994123852556159,[],"prescriptions contains medication related order entries., drug is various representation of the drug prescribed to the patient.",prescriptions_drug
3,Relationships,C0439849,['T080'],['Qualitative Concept'],related,related,0.2075739234410777,0.2075739234410777,[],"prescriptions contains medication related order entries., drug is various representation of the drug prescribed to the patient.",prescriptions_drug
5,entity,C1551338,['T071'],['Entity'],entries,entry,0.24724701478939637,0.24724701478939637,[],"prescriptions contains medication related order entries., drug is various representation of the drug prescribed to the patient.",prescriptions_drug
6,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],drug,drug,0.4423910870258536,0.4423910870258536,[],"prescriptions contains medication related order entries., drug is various representation of the drug prescribed to the patient.",prescriptions_drug
7,Representation (action),C1882932,['T052'],['Activity'],representation,representation,0.32119971137196085,0.32119971137196085,[],"prescriptions contains medication related order entries., drug is various representation of the drug prescribed to the patient.",prescriptions_drug
9,Prescribed medications,C3166216,['T121'],['Pharmacologic Substance'],drug prescribed,drug~prescribed,1.0,1.0,[],"prescriptions contains medication related order entries., drug is various representation of the drug prescribed to the patient.",prescriptions_drug
11,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.7499837173833147,0.7499837173833147,[],"prescriptions contains medication related order entries., drug is various representation of the drug prescribed to the patient.",prescriptions_drug
0,Drug Prescriptions,C0033081,['T170'],['Intellectual Product'],prescriptions,prescription,0.30846674887533515,0.30846674887533515,[],"prescriptions contains medication related order entries., drug_name_poe is various representation of the drug prescribed to the patient.",prescriptions_drug_name_poe
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.46780533703198923,0.46780533703198923,[],"prescriptions contains medication related order entries., drug_name_poe is various representation of the drug prescribed to the patient.",prescriptions_drug_name_poe
5,entity,C1551338,['T071'],['Entity'],entries,entry,0.22027993633678566,0.22027993633678566,[],"prescriptions contains medication related order entries., drug_name_poe is various representation of the drug prescribed to the patient.",prescriptions_drug_name_poe
6,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],drug,drug,0.4370980734280442,0.4370980734280442,[],"prescriptions contains medication related order entries., drug_name_poe is various representation of the drug prescribed to the patient.",prescriptions_drug_name_poe
7,Representation (action),C1882932,['T052'],['Activity'],representation,representation,0.37997334490033874,0.37997334490033874,[],"prescriptions contains medication related order entries., drug_name_poe is various representation of the drug prescribed to the patient.",prescriptions_drug_name_poe
9,Prescribed medications,C3166216,['T121'],['Pharmacologic Substance'],drug prescribed,drug~prescribed,1.0,1.0,[],"prescriptions contains medication related order entries., drug_name_poe is various representation of the drug prescribed to the patient.",prescriptions_drug_name_poe
11,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.7141846923665618,0.7141846923665618,[],"prescriptions contains medication related order entries., drug_name_poe is various representation of the drug prescribed to the patient.",prescriptions_drug_name_poe
0,Drug Prescriptions,C0033081,['T170'],['Intellectual Product'],prescriptions,prescription,0.3041290595303498,0.3041290595303498,[],"prescriptions contains medication related order entries., drug_name_generic is various representation of the drug prescribed to the patient.",prescriptions_drug_name_generic
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.47363739368832547,0.47363739368832547,[],"prescriptions contains medication related order entries., drug_name_generic is various representation of the drug prescribed to the patient.",prescriptions_drug_name_generic
5,entity,C1551338,['T071'],['Entity'],entries,entry,0.22608938761278752,0.22608938761278752,[],"prescriptions contains medication related order entries., drug_name_generic is various representation of the drug prescribed to the patient.",prescriptions_drug_name_generic
6,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],drug,drug,0.4372284414904454,0.4372284414904454,[],"prescriptions contains medication related order entries., drug_name_generic is various representation of the drug prescribed to the patient.",prescriptions_drug_name_generic
8,Representation (action),C1882932,['T052'],['Activity'],representation,representation,0.35731824129158596,0.35731824129158596,[],"prescriptions contains medication related order entries., drug_name_generic is various representation of the drug prescribed to the patient.",prescriptions_drug_name_generic
10,Prescribed medications,C3166216,['T121'],['Pharmacologic Substance'],drug prescribed,drug~prescribed,1.0,1.0,[],"prescriptions contains medication related order entries., drug_name_generic is various representation of the drug prescribed to the patient.",prescriptions_drug_name_generic
12,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.7174397437371614,0.7174397437371614,[],"prescriptions contains medication related order entries., drug_name_generic is various representation of the drug prescribed to the patient.",prescriptions_drug_name_generic
0,prescription document,C1521941,['T170'],['Intellectual Product'],prescriptions,prescription,0.3117964551193838,0.3117964551193838,[],"prescriptions contains medication related order entries., formulary_drug_cd provides a representation of the drug in various coding systems.",prescriptions_formulary_drug_cd
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.44585643061847263,0.44585643061847263,[],"prescriptions contains medication related order entries., formulary_drug_cd provides a representation of the drug in various coding systems.",prescriptions_formulary_drug_cd
6,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],drug,drug,0.3989641439020871,0.3989641439020871,[],"prescriptions contains medication related order entries., formulary_drug_cd provides a representation of the drug in various coding systems.",prescriptions_formulary_drug_cd
8,Representation (action),C1882932,['T052'],['Activity'],representation,representation,0.22709982357910366,0.22709982357910366,[],"prescriptions contains medication related order entries., formulary_drug_cd provides a representation of the drug in various coding systems.",prescriptions_formulary_drug_cd
9,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],drug,drug,0.3330618376107063,0.3330618376107063,[],"prescriptions contains medication related order entries., formulary_drug_cd provides a representation of the drug in various coding systems.",prescriptions_formulary_drug_cd
11,Code System,C2347818,['T185'],['Classification'],coding systems,coding~system,1.0,1.0,[],"prescriptions contains medication related order entries., formulary_drug_cd provides a representation of the drug in various coding systems.",prescriptions_formulary_drug_cd
0,Prescription procedure,C0033080,['T058'],['Health Care Activity'],prescriptions,prescription,0.3406480112039445,0.3406480112039445,[],"prescriptions contains medication related order entries., gsn is the generic sequence number.",prescriptions_gsn
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.522953431311948,0.522953431311948,[],"prescriptions contains medication related order entries., gsn is the generic sequence number.",prescriptions_gsn
4,qualitative,C0205556,['T080'],['Qualitative Concept'],order,order,0.2490072464157529,0.2490072464157529,[],"prescriptions contains medication related order entries., gsn is the generic sequence number.",prescriptions_gsn
5,entity,C1551338,['T071'],['Entity'],entries,entry,0.3450180716391585,0.3450180716391585,[],"prescriptions contains medication related order entries., gsn is the generic sequence number.",prescriptions_gsn
7,Genome Assembly,C2348746,['T085'],['Molecular Sequence'],sequence,sequence,0.41967018027440833,0.41967018027440833,[],"prescriptions contains medication related order entries., gsn is the generic sequence number.",prescriptions_gsn
8,Numbers,C0237753,['T081'],['Quantitative Concept'],number,number,0.2411983474831208,0.2411983474831208,[],"prescriptions contains medication related order entries., gsn is the generic sequence number.",prescriptions_gsn
0,prescription document,C1521941,['T170'],['Intellectual Product'],prescriptions,prescription,0.2719600749101154,0.2719600749101154,[],"prescriptions contains medication related order entries., ndc is the national drug code",prescriptions_ndc
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.42237544977487107,0.42237544977487107,[],"prescriptions contains medication related order entries., ndc is the national drug code",prescriptions_ndc
4,Order (taxonomic),C1705177,['T185'],['Classification'],order,order,0.22238431234435016,0.22238431234435016,[],"prescriptions contains medication related order entries., ndc is the national drug code",prescriptions_ndc
6,national area,C0681788,['T082'],['Spatial Concept'],national,national,0.2546917186993282,0.2546917186993282,[],"prescriptions contains medication related order entries., ndc is the national drug code",prescriptions_ndc
7,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],drug,drug,0.2870107131820187,0.2870107131820187,[],"prescriptions contains medication related order entries., ndc is the national drug code",prescriptions_ndc
8,Risk Codes - Biological,C1548762,['T170'],['Intellectual Product'],code,code,0.26905085743816176,0.26905085743816176,[],"prescriptions contains medication related order entries., ndc is the national drug code",prescriptions_ndc
0,prescription document,C1521941,['T170'],['Intellectual Product'],prescriptions,prescription,0.2267058258129164,0.2267058258129164,[],"prescriptions contains medication related order entries., strength of the drug product.",prescriptions_prod_strength
2,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],medication,medication,0.39394631770780164,0.39394631770780164,[],"prescriptions contains medication related order entries., strength of the drug product.",prescriptions_prod_strength
6,STRENGTH (attribute),C0808080,['T078'],['Idea or Concept'],strength,strength,0.34488571078914454,0.34488571078914454,[],"prescriptions contains medication related order entries., strength of the drug product.",prescriptions_prod_strength
8,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],drug product,drug~product,0.2658232446191897,0.2658232446191897,[],"prescriptions contains medication related order entries., strength of the drug product.",prescriptions_prod_strength
0,Prescription procedure,C0033080,['T058'],['Health Care Activity'],prescriptions,prescription,0.31204329720300206,0.31204329720300206,[],"prescriptions contains medication related order entries., dose of the drug prescribed.",prescriptions_dose_val_rx
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.4411737875289153,0.4411737875289153,[],"prescriptions contains medication related order entries., dose of the drug prescribed.",prescriptions_dose_val_rx
4,Order (taxonomic),C1705177,['T185'],['Classification'],order,order,0.2146395779257818,0.2146395779257818,[],"prescriptions contains medication related order entries., dose of the drug prescribed.",prescriptions_dose_val_rx
6,Dosage,C0178602,['T081'],['Quantitative Concept'],dose,dose,0.8354501181297345,0.8354501181297345,[],"prescriptions contains medication related order entries., dose of the drug prescribed.",prescriptions_dose_val_rx
8,Prescribed medications,C3166216,['T121'],['Pharmacologic Substance'],drug prescribed,drug~prescribed,1.0,1.0,[],"prescriptions contains medication related order entries., dose of the drug prescribed.",prescriptions_dose_val_rx
0,prescription document,C1521941,['T170'],['Intellectual Product'],prescriptions,prescription,0.3066724379980772,0.3066724379980772,[],"prescriptions contains medication related order entries., unit of measurement associated with the dose.",prescriptions_dose_unit_rx
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.4584186811703295,0.4584186811703295,[],"prescriptions contains medication related order entries., unit of measurement associated with the dose.",prescriptions_dose_unit_rx
4,Order (taxonomic),C1705177,['T185'],['Classification'],order,order,0.2090277904376106,0.2090277904376106,[],"prescriptions contains medication related order entries., unit of measurement associated with the dose.",prescriptions_dose_unit_rx
6,hospital unit,C0019988,['T093'],['Health Care Related Organization'],unit,unit,0.22921390609019462,0.22921390609019462,[],"prescriptions contains medication related order entries., unit of measurement associated with the dose.",prescriptions_dose_unit_rx
7,Measurement,C0242485,['T169'],['Functional Concept'],measurement,measurement,0.3303839322144343,0.3303839322144343,[],"prescriptions contains medication related order entries., unit of measurement associated with the dose.",prescriptions_dose_unit_rx
9,Associated with,C0332281,['T080'],['Qualitative Concept'],associated with,associated~with,0.2655796648993714,0.2655796648993714,[],"prescriptions contains medication related order entries., unit of measurement associated with the dose.",prescriptions_dose_unit_rx
10,Dosage,C0178602,['T081'],['Quantitative Concept'],dose,dose,0.9156361241897129,0.9156361241897129,[],"prescriptions contains medication related order entries., unit of measurement associated with the dose.",prescriptions_dose_unit_rx
0,prescription document,C1521941,['T170'],['Intellectual Product'],prescriptions,prescription,0.28347983085709116,0.28347983085709116,[],"prescriptions contains medication related order entries., amount of the formulation dispensed.",prescriptions_form_val_disp
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.4538545285099053,0.4538545285099053,[],"prescriptions contains medication related order entries., amount of the formulation dispensed.",prescriptions_form_val_disp
4,Order (taxonomic),C1705177,['T185'],['Classification'],order,order,0.2793230173994567,0.2793230173994567,[],"prescriptions contains medication related order entries., amount of the formulation dispensed.",prescriptions_form_val_disp
6,Pharmacologic Substance,C1254351,['T121'],['Pharmacologic Substance'],formulation,formulation,0.32855237382656854,0.32855237382656854,[],"prescriptions contains medication related order entries., amount of the formulation dispensed.",prescriptions_form_val_disp
0,prescription document,C1521941,['T170'],['Intellectual Product'],prescriptions,prescription,0.32910254879613904,0.32910254879613904,[],"prescriptions contains medication related order entries., unit of measurement associated with the formulation.",prescriptions_form_unit_disp
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.4836709196454904,0.4836709196454904,[],"prescriptions contains medication related order entries., unit of measurement associated with the formulation.",prescriptions_form_unit_disp
4,Order (taxonomic),C1705177,['T185'],['Classification'],order,order,0.21604524210828566,0.21604524210828566,[],"prescriptions contains medication related order entries., unit of measurement associated with the formulation.",prescriptions_form_unit_disp
6,hospital unit,C0019988,['T093'],['Health Care Related Organization'],unit,unit,0.26835044250127904,0.26835044250127904,[],"prescriptions contains medication related order entries., unit of measurement associated with the formulation.",prescriptions_form_unit_disp
7,Measurement,C0242485,['T169'],['Functional Concept'],measurement,measurement,0.44954482951013114,0.44954482951013114,[],"prescriptions contains medication related order entries., unit of measurement associated with the formulation.",prescriptions_form_unit_disp
9,Associated with,C0332281,['T080'],['Qualitative Concept'],associated with,associated~with,0.3506473833498861,0.3506473833498861,[],"prescriptions contains medication related order entries., unit of measurement associated with the formulation.",prescriptions_form_unit_disp
10,Pharmacologic Substance,C1254351,['T121'],['Pharmacologic Substance'],formulation,formulation,0.40481402712558867,0.40481402712558867,[],"prescriptions contains medication related order entries., unit of measurement associated with the formulation.",prescriptions_form_unit_disp
0,prescription document,C1521941,['T170'],['Intellectual Product'],prescriptions,prescription,0.3199382183279632,0.3199382183279632,[],"prescriptions contains medication related order entries., route of administration, for example intravenous or oral.",prescriptions_route
2,Pharmaceutical Preparations,C0013227,['T121'],['Pharmacologic Substance'],medication,medication,0.41950094590817855,0.41950094590817855,[],"prescriptions contains medication related order entries., route of administration, for example intravenous or oral.",prescriptions_route
4,qualitative,C0205556,['T080'],['Qualitative Concept'],order,order,0.21239758075631712,0.21239758075631712,[],"prescriptions contains medication related order entries., route of administration, for example intravenous or oral.",prescriptions_route
7,Drug Administration Routes,C0013153,['T169'],['Functional Concept'],route of administration,route~of~administration,1.0,1.0,[],"prescriptions contains medication related order entries., route of administration, for example intravenous or oral.",prescriptions_route
10,intravenous administration,C0013125,['T082'],['Spatial Concept'],intravenous,intravenous,0.7442851441482679,0.7442851441482679,[],"prescriptions contains medication related order entries., route of administration, for example intravenous or oral.",prescriptions_route
11,Administration of drug or medicament via oral route,C0001563,['T061'],['Therapeutic or Preventive Procedure'],oral,oral,0.6548779513435885,0.6548779513435885,[],"prescriptions contains medication related order entries., route of administration, for example intravenous or oral.",prescriptions_route
0,prescription document,C1521941,['T170'],['Intellectual Product'],prescriptions,prescription,0.2687931993298599,0.2687931993298599,[],"prescriptions contains medication related order entries., a unique id for all mimic tables.",prescriptions_mimic_id
2,Explanation of plan: medication,C2081612,['T058'],['Health Care Activity'],medication,medication,0.3536310523693743,0.3536310523693743,[],"prescriptions contains medication related order entries., a unique id for all mimic tables.",prescriptions_mimic_id
4,Order (taxonomic),C1705177,['T185'],['Classification'],order,order,0.282793230668221,0.282793230668221,[],"prescriptions contains medication related order entries., a unique id for all mimic tables.",prescriptions_mimic_id
0,Procedure (set of actions),C2700391,['T169'],['Functional Concept'],procedures,procedure,0.4648958190950109,0.4648958190950109,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
1,Implantable defibrillator,C0162589,['T074'],['Medical Device'],icd,icd,0.2791337819977256,0.2791337819977256,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
3,Implantable defibrillator,C0162589,['T074'],['Medical Device'],icd,icd,0.2851708745805043,0.2851708745805043,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
4,Procedure (set of actions),C2700391,['T169'],['Functional Concept'],procedures,procedure,0.4488145526077746,0.4488145526077746,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
5,Patients,C0030705,['T101'],['Patient or Disabled Group'],patients,patient,0.3598097276421085,0.3598097276421085,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
7,Implantable defibrillator,C0162589,['T074'],['Medical Device'],icd,icd,0.24377102636705508,0.24377102636705508,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
9,Procedure (set of actions),C2700391,['T169'],['Functional Concept'],procedures,procedure,0.48737451411104515,0.48737451411104515,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
13,Methods aspects,C0025664,['T169'],['Functional Concept'],procedures,procedure,0.4162721569402562,0.4162721569402562,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
14,Performed,C0884358,['T169'],['Functional Concept'],performed,performed,0.5419714235891688,0.5419714235891688,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., seq_num provides the order in which the procedures were performed.",procedures_icd_seq_num
0,Procedure (set of actions),C2700391,['T169'],['Functional Concept'],procedures,procedure,0.4642003174930689,0.4642003174930689,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., a unique id for all mimic tables.",procedures_icd_mimic_id
1,Implantable defibrillator,C0162589,['T074'],['Medical Device'],icd,icd,0.2712706105353206,0.2712706105353206,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., a unique id for all mimic tables.",procedures_icd_mimic_id
3,Implantable defibrillator,C0162589,['T074'],['Medical Device'],icd,icd,0.2775044552918276,0.2775044552918276,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., a unique id for all mimic tables.",procedures_icd_mimic_id
4,Procedure (set of actions),C2700391,['T169'],['Functional Concept'],procedures,procedure,0.43767646966758844,0.43767646966758844,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., a unique id for all mimic tables.",procedures_icd_mimic_id
5,Patients,C0030705,['T101'],['Patient or Disabled Group'],patients,patient,0.3794425798910408,0.3794425798910408,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., a unique id for all mimic tables.",procedures_icd_mimic_id
7,Implantable defibrillator,C0162589,['T074'],['Medical Device'],icd,icd,0.2602715877048762,0.2602715877048762,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., a unique id for all mimic tables.",procedures_icd_mimic_id
9,Procedure (set of actions),C2700391,['T169'],['Functional Concept'],procedures,procedure,0.4428655852324174,0.4428655852324174,[],"procedures_icd contains icd procedures for patients, most notably icd-9 procedures., a unique id for all mimic tables.",procedures_icd_mimic_id
0,Services,C0557854,['T057'],['Occupational Activity'],services,service,0.6138202984702955,0.6138202984702955,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
2,Services,C0557854,['T057'],['Occupational Activity'],services,service,0.6002389573089528,0.6002389573089528,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
3,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.6164351130763142,0.6164351130763142,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
4,Hospital admission,C0184666,['T058'],['Health Care Activity'],admitted,admitted,0.4365295229155133,0.4365295229155133,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
5,Patient Transfer,C0030704,['T058'],['Health Care Activity'],transferred,transferred,0.3425221289113664,0.3425221289113664,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
6,Time,C0040223,['T079'],['Temporal Concept'],time,time,0.4994590839061357,0.4994590839061357,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
7,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.7260323953377887,0.7260323953377887,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
9,Services,C0557854,['T057'],['Occupational Activity'],service,service,0.3713785183003307,0.3713785183003307,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
10,Services,C0557854,['T057'],['Occupational Activity'],service,service,0.39741272348321954,0.39741272348321954,[],"services lists services that a patient was admitted/transferred under., transfertime is the time at which the patient moved from the prev_service to the curr_service.",services_transfertime
0,Services,C0557854,['T057'],['Occupational Activity'],services,service,0.6453272006679418,0.6453272006679418,[],"services lists services that a patient was admitted/transferred under., prev_service is the previous service that the patient resides under.",services_prev_service
2,Services,C0557854,['T057'],['Occupational Activity'],services,service,0.6252742033417396,0.6252742033417396,[],"services lists services that a patient was admitted/transferred under., prev_service is the previous service that the patient resides under.",services_prev_service
3,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.603353700838853,0.603353700838853,[],"services lists services that a patient was admitted/transferred under., prev_service is the previous service that the patient resides under.",services_prev_service
4,Hospital admission,C0184666,['T058'],['Health Care Activity'],admitted,admitted,0.5098921574648885,0.5098921574648885,[],"services lists services that a patient was admitted/transferred under., prev_service is the previous service that the patient resides under.",services_prev_service
5,Patient Transfer,C0030704,['T058'],['Health Care Activity'],transferred,transferred,0.3298999936842082,0.3298999936842082,[],"services lists services that a patient was admitted/transferred under., prev_service is the previous service that the patient resides under.",services_prev_service
6,Services,C0557854,['T057'],['Occupational Activity'],service,service,0.4554691806935579,0.4554691806935579,[],"services lists services that a patient was admitted/transferred under., prev_service is the previous service that the patient resides under.",services_prev_service
8,Services,C0557854,['T057'],['Occupational Activity'],service,service,0.40448384978038604,0.40448384978038604,[],"services lists services that a patient was admitted/transferred under., prev_service is the previous service that the patient resides under.",services_prev_service
9,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.7583817619005204,0.7583817619005204,[],"services lists services that a patient was admitted/transferred under., prev_service is the previous service that the patient resides under.",services_prev_service
0,Services,C0557854,['T057'],['Occupational Activity'],services,service,0.661838713195318,0.661838713195318,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
2,Services,C0557854,['T057'],['Occupational Activity'],services,service,0.6405437307057129,0.6405437307057129,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
3,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.6197910608008524,0.6197910608008524,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
4,Hospital admission,C0184666,['T058'],['Health Care Activity'],admitted,admitted,0.5103622233936198,0.5103622233936198,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
5,Patient Transfer,C0030704,['T058'],['Health Care Activity'],transferred,transferred,0.3176212847983019,0.3176212847983019,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
6,Services,C0557854,['T057'],['Occupational Activity'],service,service,0.49120894086465705,0.49120894086465705,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
7,Current (present time),C0521116,['T079'],['Temporal Concept'],current,current,0.3556301344218299,0.3556301344218299,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
8,Services,C0557854,['T057'],['Occupational Activity'],service,service,0.44468171159747044,0.44468171159747044,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
9,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.740771788022483,0.740771788022483,[],"services lists services that a patient was admitted/transferred under., curr_service is the current service that the patient resides under.",services_curr_service
0,Services,C0557854,['T057'],['Occupational Activity'],services,service,0.5957332457286735,0.5957332457286735,[],"services lists services that a patient was admitted/transferred under., a unique id for all mimic tables.",services_mimic_id
2,Services,C0557854,['T057'],['Occupational Activity'],services,service,0.5809640063093426,0.5809640063093426,[],"services lists services that a patient was admitted/transferred under., a unique id for all mimic tables.",services_mimic_id
3,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.4659059877044821,0.4659059877044821,[],"services lists services that a patient was admitted/transferred under., a unique id for all mimic tables.",services_mimic_id
4,Hospital admission,C0184666,['T058'],['Health Care Activity'],admitted,admitted,0.3870475861018422,0.3870475861018422,[],"services lists services that a patient was admitted/transferred under., a unique id for all mimic tables.",services_mimic_id
5,Patient Transfer,C0030704,['T058'],['Health Care Activity'],transferred,transferred,0.3477604090041124,0.3477604090041124,[],"services lists services that a patient was admitted/transferred under., a unique id for all mimic tables.",services_mimic_id
1,Physical,C0205485,['T169'],['Functional Concept'],physical,physical,0.40784355444352505,0.40784355444352505,[],"transfers are physical locations for patients throughout their hospital stay., dbsource contains the original icu database the data was sourced from.",transfers_dbsource
2,Injury location,C0552513,['T033'],['Finding'],locations,location,0.2806076218123857,0.2806076218123857,[],"transfers are physical locations for patients throughout their hospital stay., dbsource contains the original icu database the data was sourced from.",transfers_dbsource
3,Patients,C0030705,['T101'],['Patient or Disabled Group'],patients,patient,0.5906542993016255,0.5906542993016255,[],"transfers are physical locations for patients throughout their hospital stay., dbsource contains the original icu database the data was sourced from.",transfers_dbsource
5,Hospital Stay,C3489408,['T079'],['Temporal Concept'],hospital stay,hospital~stay,0.20113817935670067,0.20113817935670067,[],"transfers are physical locations for patients throughout their hospital stay., dbsource contains the original icu database the data was sourced from.",transfers_dbsource
8,Original,C0205313,['T078'],['Idea or Concept'],original,original,0.2833441406194736,0.2833441406194736,[],"transfers are physical locations for patients throughout their hospital stay., dbsource contains the original icu database the data was sourced from.",transfers_dbsource
9,intensive care unit,C0021708,['T093'],['Health Care Related Organization'],icu,icu,0.5654360330320634,0.5654360330320634,[],"transfers are physical locations for patients throughout their hospital stay., dbsource contains the original icu database the data was sourced from.",transfers_dbsource
